date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2016-06-11,120753.43,55.59096958,120753.43,55.59096958,0.0,0.0,0.0,9.0,13.5,6.5,3.0,1,0
2016-06-12,122771.53,77.21528799,122771.53,77.21528799,0.0,0.0,0.0,5.0,13.8,7.3,0.6,1,0
2016-06-13,122106.95,95.06477463,122106.95,95.06477463,0.0,0.0,0.0,3.8,13.4,9.0,0.0,1,1
2016-06-14,138466.56,90.84510926,138466.56,90.84510926,0.0,0.0,0.0,8.6,15.6,8.3,0.0,1,0
2016-06-15,140904.59,92.41624585,140904.59,92.41624585,0.0,0.0,0.0,6.0,17.9,9.2,0.0,1,0
2016-06-16,140741.17,89.92914895,140741.165,89.92914895,0.0,0.0,0.0,7.8,14.3,5.1,0.0,1,0
2016-06-17,138023.11,99.57367451,138023.11,99.57367451,0.0,0.0,0.0,9.3,15.1,3.5,4.2,1,0
2016-06-18,123162.19,62.93401613,123162.185,62.93401613,0.0,0.0,0.0,10.0,12.7,5.3,8.6,1,0
2016-06-19,119662.17,79.38482177,119662.165,79.38482177,0.0,0.0,0.0,7.3,13.5,7.2,0.4,1,0
2016-06-20,134435.12,114.875078,134435.115,114.875078,0.0,0.0,0.0,9.1,13.2,3.4,3.6,1,0
2016-06-21,137511.32,62.15476411,137511.315,62.15476411,0.0,0.0,0.0,10.4,14.7,7.0,3.2,1,0
2016-06-22,133813.28,58.75903858,133813.285,58.75903858,0.0,0.0,0.0,11.2,15.4,6.6,0.0,1,0
2016-06-23,136740.01,78.31898019,136740.005,78.31898019,0.0,0.0,0.0,10.4,14.8,7.2,0.6,1,0
2016-06-24,144658.38,67.9384962,144658.38,67.9384962,0.0,0.0,0.0,6.9,10.7,5.8,13.8,0,0
2016-06-25,131730.84,99.7632508,131730.835,99.7632508,0.0,0.0,0.0,5.6,12.7,8.8,2.0,0,0
2016-06-26,126455.94,120.4411006,126455.935,120.4411006,0.0,0.0,0.0,3.0,11.1,7.7,0.2,0,0
2016-06-27,148639.99,127.3466076,148639.995,127.3466076,0.0,0.0,0.0,4.8,10.6,4.7,0.2,0,0
2016-06-28,142146.31,110.2803903,142146.31,110.2803903,0.0,0.0,0.0,5.0,17.0,7.8,0.2,0,0
2016-06-29,136071.97,80.12524308,136071.965,80.12524308,0.0,0.0,0.0,8.9,15.8,8.9,0.2,0,0
2016-06-30,141078.46,115.1178955,141078.46,115.1178955,0.0,0.0,0.0,10.3,11.7,5.6,0.0,0,0
2016-07-01,136676.72,117.7120479,136676.715,117.7120479,0.0,0.0,0.0,7.3,14.1,7.1,6.4,0,0
2016-07-02,118683.57,90.45652378,118683.565,90.45652378,0.0,0.0,0.0,9.9,16.5,6.7,0.2,0,0
2016-07-03,112556.41,68.59708917,112556.405,68.59708917,0.0,0.0,0.0,10.9,16.7,7.8,0.0,0,0
2016-07-04,135712.25,124.1368856,135712.245,124.1368856,0.0,0.0,0.0,10.4,12.7,3.6,0.0,0,0
2016-07-05,142401.79,147.1876919,142401.795,147.1876919,0.0,0.0,0.0,8.2,12.8,1.8,0.6,0,0
2016-07-06,134056.1,116.6821116,134056.095,116.6821116,0.0,0.0,0.0,9.8,13.0,4.6,22.6,0,0
2016-07-07,138768.04,176.9120362,138768.045,176.9120362,0.0,0.0,0.0,10.5,13.7,4.1,3.8,0,0
2016-07-08,136690.05,114.844203,136690.05,114.844203,0.0,0.0,0.0,9.7,15.3,7.4,0.8,0,0
2016-07-09,122369.54,105.5485761,122369.535,105.5485761,0.0,0.0,0.0,5.3,15.2,9.5,0.2,0,0
2016-07-10,119218.23,36.16721233,119218.23,36.16721233,0.0,0.0,0.0,6.5,14.2,3.6,0.0,0,0
2016-07-11,128207.13,44.85808004,128207.125,44.85808004,0.0,0.0,0.0,8.3,16.0,7.6,3.6,0,0
2016-07-12,137582.2,49.15948572,132525.93,56.6397769,5056.265,-146.9007574,0.041666668,10.7,13.7,8.1,0.0,1,0
2016-07-13,145728.26,65.91496492,145728.26,65.91496492,0.0,0.0,0.0,4.5,12.0,9.0,0.4,1,0
2016-07-14,144103.7,76.11745262,144103.705,76.11745262,0.0,0.0,0.0,6.6,14.0,7.8,1.0,1,0
2016-07-15,141166.85,79.50760048,141166.85,79.50760048,0.0,0.0,0.0,8.8,14.1,7.2,0.0,1,0
2016-07-16,120659.15,73.69441877,120659.15,73.69441877,0.0,0.0,0.0,7.8,13.7,10.2,0.0,1,0
2016-07-17,113418.13,48.7884053,113418.125,48.7884053,0.0,0.0,0.0,3.1,16.1,10.3,0.0,1,0
2016-07-18,127367.02,43.8915187,127367.015,43.8915187,0.0,0.0,0.0,9.6,17.7,8.8,0.0,1,0
2016-07-19,137028.05,49.45378979,137028.05,49.45378979,0.0,0.0,0.0,12.6,16.0,5.7,0.0,1,0
2016-07-20,136850.14,52.33155194,136850.14,52.33155194,0.0,0.0,0.0,9.8,16.1,9.2,1.8,1,0
2016-07-21,136127.12,44.92653284,136127.125,44.92653284,0.0,0.0,0.0,6.9,18.1,7.4,1.8,1,0
2016-07-22,128777.82,21.09171887,119021.91,23.66098386,9755.91,-10.25326347,0.104166664,9.2,18.3,5.1,7.8,1,0
2016-07-23,119888.57,62.70928693,114203.225,66.43652233,5685.35,-12.16073934,0.0625,7.5,11.6,9.0,2.8,1,0
2016-07-24,120126.9,52.22700853,120126.905,52.22700853,0.0,0.0,0.0,4.7,11.4,10.3,0.8,1,0
2016-07-25,138134.64,37.98018661,138134.635,37.98018661,0.0,0.0,0.0,6.3,14.3,7.5,0.0,1,0
2016-07-26,146465.69,47.97124596,146465.69,47.97124596,0.0,0.0,0.0,6.5,11.0,7.2,4.8,1,0
2016-07-27,143209.75,36.39746278,143209.755,36.39746278,0.0,0.0,0.0,7.5,12.9,6.9,0.4,1,0
2016-07-28,142341.64,41.56189875,142341.635,41.56189875,0.0,0.0,0.0,6.9,15.2,6.3,0.0,1,0
2016-07-29,139822.93,33.86968192,139822.93,33.86968192,0.0,0.0,0.0,10.2,15.3,5.0,0.0,1,0
2016-07-30,121548.54,24.84952843,121548.535,24.84952843,0.0,0.0,0.0,9.1,13.8,8.5,2.4,1,0
2016-07-31,114481.28,33.77825209,114481.28,33.77825209,0.0,0.0,0.0,10.3,17.0,11.3,2.0,1,0
2016-08-01,137934.84,45.97912937,137934.845,45.97912937,0.0,0.0,0.0,11.2,14.4,5.2,2.8,1,0
2016-08-02,137301.69,48.59799058,137301.69,48.59799058,0.0,0.0,0.0,8.5,13.4,11.2,14.4,1,0
2016-08-03,140922.72,58.02954936,140922.715,58.02954936,0.0,0.0,0.0,8.7,12.8,8.4,2.8,1,0
2016-08-04,142671.51,51.56528219,142671.51,51.56528219,0.0,0.0,0.0,4.9,14.6,11.1,0.8,1,0
2016-08-05,145491.33,70.2031165,145491.33,70.2031165,0.0,0.0,0.0,3.4,14.6,8.7,0.0,1,0
2016-08-06,130907.09,54.3980783,130907.095,54.3980783,0.0,0.0,0.0,5.8,14.4,7.0,0.0,1,0
2016-08-07,120379.29,32.88478992,120379.285,32.88478992,0.0,0.0,0.0,7.6,16.6,10.4,0.0,1,0
2016-08-08,138506.45,35.11782073,138506.45,35.11782073,0.0,0.0,0.0,5.0,14.2,8.0,0.0,1,0
2016-08-09,132819.53,29.29351974,127910.815,31.04191109,4908.72,-16.26584462,0.041666668,9.7,18.9,7.8,0.0,1,0
2016-08-10,130616.67,22.41944079,122614.305,24.15392658,8002.365,-4.156798871,0.083333336,9.6,15.3,11.3,0.0,1,0
2016-08-11,138368.4,39.80646362,133655.33,41.25382176,4713.07,-1.238360559,0.041666668,6.8,15.7,10.3,8.2,1,0
2016-08-12,134885.67,41.09220007,134885.67,41.09220007,0.0,0.0,0.0,7.7,14.1,11.7,0.0,1,0
2016-08-13,120382.81,38.81095608,120382.805,38.81095608,0.0,0.0,0.0,7.9,15.1,9.5,1.6,1,0
2016-08-14,113066.25,33.06116,113066.245,33.06116,0.0,0.0,0.0,8.5,18.7,11.6,0.2,1,0
2016-08-15,127906.24,39.83893843,127906.24,39.83893843,0.0,0.0,0.0,10.2,18.1,13.4,0.0,1,0
2016-08-16,124975.11,24.45390447,119010.7,25.94221322,5964.41,-5.24302553,0.0625,10.0,18.2,13.5,0.0,1,0
2016-08-17,132561.22,40.89160699,132561.22,40.89160699,0.0,0.0,0.0,12.5,15.6,9.6,0.4,1,0
2016-08-18,123434.51,27.47109329,119405.445,28.63825792,4029.06,-7.119062114,0.041666668,7.1,21.6,13.1,0.0,1,0
2016-08-19,132569.74,27.60134081,132569.74,27.60134081,0.0,0.0,0.0,15.3,16.4,2.7,0.2,1,0
2016-08-20,121052.06,25.00246694,118994.655,25.43475695,2057.405,0.0,0.020833334,6.9,13.6,9.7,9.4,1,0
2016-08-21,119118.55,38.91325563,119118.545,38.91325563,0.0,0.0,0.0,9.5,14.8,7.0,1.2,1,0
2016-08-22,139203.5,59.99534067,139203.5,59.99534067,0.0,0.0,0.0,7.8,16.0,8.7,5.6,1,0
2016-08-23,138640.39,73.18959371,138640.39,73.18959371,0.0,0.0,0.0,7.0,13.4,14.2,11.0,1,0
2016-08-24,141122.8,114.0039598,141122.795,114.0039598,0.0,0.0,0.0,3.7,12.7,14.0,0.0,1,0
2016-08-25,139724.03,74.66305514,139724.025,74.66305514,0.0,0.0,0.0,6.5,13.0,13.5,1.2,1,0
2016-08-26,139920.54,67.6277533,139920.545,67.6277533,0.0,0.0,0.0,7.2,14.4,8.8,0.6,1,0
2016-08-27,119573.22,31.80817961,119573.22,31.80817961,0.0,0.0,0.0,9.3,16.3,11.7,0.0,1,0
2016-08-28,114832.43,29.44768103,114832.425,29.44768103,0.0,0.0,0.0,10.5,19.0,12.2,0.0,1,0
2016-08-29,125055.69,39.1423789,125055.69,39.1423789,0.0,0.0,0.0,8.7,20.4,14.2,0.0,1,0
2016-08-30,133748.44,53.186931,133748.44,53.186931,0.0,0.0,0.0,10.2,16.8,5.2,0.0,1,0
2016-08-31,128834.06,32.5590174,128834.065,32.5590174,0.0,0.0,0.0,12.8,20.2,10.1,0.8,1,0
2016-09-01,134246.17,46.80878786,134246.165,46.80878786,0.0,0.0,0.0,11.6,15.5,8.8,0.0,1,0
2016-09-02,135273.32,52.63679288,135273.325,52.63679288,0.0,0.0,0.0,9.6,15.0,9.6,0.4,1,0
2016-09-03,118621.96,35.27078286,118621.96,35.27078286,0.0,0.0,0.0,10.0,15.7,12.9,0.2,1,0
2016-09-04,110986.01,24.51210764,110986.005,24.51210764,0.0,0.0,0.0,10.1,16.9,10.0,0.2,1,0
2016-09-05,127275.82,38.21246963,127275.815,38.21246963,0.0,0.0,0.0,12.8,18.4,11.7,0.0,1,0
2016-09-06,129542.37,28.69264595,129542.365,28.69264595,0.0,0.0,0.0,9.2,21.5,15.8,0.0,1,0
2016-09-07,123307.02,24.18242139,123307.02,24.18242139,0.0,0.0,0.0,9.6,21.0,16.7,0.0,1,0
2016-09-08,117722.95,12.50431916,95788.615,20.17083298,21934.335,-20.97582696,0.22916667,13.1,23.3,16.0,0.0,1,0
2016-09-09,125432.61,23.40099927,125432.605,23.40099927,0.0,0.0,0.0,16.0,16.7,5.9,0.6,1,0
2016-09-10,111413,38.55990885,111412.995,38.55990885,0.0,0.0,0.0,11.5,14.3,7.9,9.4,1,0
2016-09-11,109125.21,50.34788201,109125.215,50.34788201,0.0,0.0,0.0,7.3,17.0,11.8,1.2,1,0
2016-09-12,130967.28,68.17720324,130967.28,68.17720324,0.0,0.0,0.0,9.9,13.6,7.0,1.6,1,0
2016-09-13,134720.16,62.06847556,134720.155,62.06847556,0.0,0.0,0.0,9.6,14.6,2.8,9.0,1,0
2016-09-14,130650.88,54.8405242,130650.88,54.8405242,0.0,0.0,0.0,10.5,16.1,13.2,20.6,1,0
2016-09-15,134234.45,42.81991758,134234.45,42.81991758,0.0,0.0,0.0,8.7,14.6,6.9,2.0,1,0
2016-09-16,131734.1,47.04374731,131734.105,47.04374731,0.0,0.0,0.0,9.0,15.7,12.5,13.4,0,0
2016-09-17,106709.54,36.02869126,106709.54,36.02869126,0.0,0.0,0.0,11.1,19.8,18.8,0.0,0,0
2016-09-18,110314.63,48.34486635,110314.625,48.34486635,0.0,0.0,0.0,10.8,12.5,5.5,0.4,0,0
2016-09-19,127391.09,56.44254935,127391.09,56.44254935,0.0,0.0,0.0,8.5,16.3,16.2,0.2,0,0
2016-09-20,122664.31,43.17737957,122664.305,43.17737957,0.0,0.0,0.0,9.1,18.8,18.5,0.0,0,0
2016-09-21,127208.57,52.28283459,127208.57,52.28283459,0.0,0.0,0.0,10.9,15.2,8.8,1.2,0,0
2016-09-22,131357.34,55.70187271,131357.34,55.70187271,0.0,0.0,0.0,9.6,13.4,9.9,1.2,0,0
2016-09-23,127420.43,46.53870327,127420.43,46.53870327,0.0,0.0,0.0,9.8,16.5,16.5,0.6,0,0
2016-09-24,106776.27,43.55659982,106776.275,43.55659982,0.0,0.0,0.0,10.0,20.1,18.4,0.0,0,0
2016-09-25,105931.56,37.69847947,105931.555,37.69847947,0.0,0.0,0.0,9.5,14.7,17.1,5.8,0,0
2016-09-26,124343.19,47.67147027,124343.19,47.67147027,0.0,0.0,0.0,8.1,16.9,13.6,0.6,0,0
2016-09-27,126888.77,49.79450443,126888.77,49.79450443,0.0,0.0,0.0,7.4,14.8,13.4,12.6,0,0
2016-09-28,121143.25,32.43171472,121143.25,32.43171472,0.0,0.0,0.0,7.5,19.3,19.6,2.2,0,0
2016-09-29,122858.49,37.59600105,122858.49,37.59600105,0.0,0.0,0.0,12.5,16.7,16.2,1.8,0,0
2016-09-30,113439.78,33.06369262,113439.775,33.06369262,0.0,0.0,0.0,9.3,16.4,16.6,2.0,0,1
2016-10-01,109181.26,20.48609587,109181.26,20.48609587,0.0,0.0,0.0,11.6,18.6,11.9,1.6,0,0
2016-10-02,97992.93,13.65687019,90684.655,15.09382767,7308.275,-4.173601965,0.083333336,12.1,24.0,18.7,0.0,0,0
2016-10-03,115839.01,21.60174363,113550.395,23.50723812,2288.615,-72.94,0.020833334,11.1,15.9,13.7,9.2,0,0
2016-10-04,124089.47,23.00178132,112355.56,29.38197424,11733.91,-38.09039923,0.125,10.6,17.1,13.2,2.0,1,0
2016-10-05,128558.38,41.11513272,128558.385,41.11513272,0.0,0.0,0.0,8.0,17.1,7.5,2.8,1,0
2016-10-06,115898.54,30.1895728,115898.54,30.1895728,0.0,0.0,0.0,9.7,27.2,22.6,0.0,1,0
2016-10-07,116197.73,37.3391043,116197.73,37.3391043,0.0,0.0,0.0,14.1,22.5,7.8,0.0,1,0
2016-10-08,101300.78,35.21034382,101300.775,35.21034382,0.0,0.0,0.0,9.7,16.9,23.0,0.0,1,0
2016-10-09,94954.16,15.90301462,91594.945,16.60374949,3359.215,-3.203762382,0.041666668,9.5,22.0,14.1,0.0,1,0
2016-10-10,116831.43,27.65471777,109279.11,29.95594777,7552.32,-5.643178262,0.083333336,13.0,16.8,18.4,0.8,1,0
2016-10-11,124665.82,38.19994573,124665.82,38.19994573,0.0,0.0,0.0,7.5,15.1,16.7,1.4,1,0
2016-10-12,128612.3,44.77064554,128612.3,44.77064554,0.0,0.0,0.0,10.2,15.4,12.9,0.0,1,0
2016-10-13,128242.77,58.35308518,128242.765,58.35308518,0.0,0.0,0.0,6.8,14.6,22.8,4.2,1,0
2016-10-14,121731.49,43.9665066,121731.485,43.9665066,0.0,0.0,0.0,5.2,22.7,24.5,0.2,1,0
2016-10-15,97887.485,12.69832874,88673.47,14.46017491,9214.015,-4.257256158,0.104166664,9.4,24.8,21.8,0.0,1,0
2016-10-16,101793.03,22.02909542,100052.44,22.47496036,1740.595,-3.6,0.020833334,17.4,23.1,8.0,0.0,1,0
2016-10-17,116042.85,29.59668164,116042.845,29.59668164,0.0,0.0,0.0,9.8,18.9,14.8,9.8,1,0
2016-10-18,123265.44,36.72121271,123265.44,36.72121271,0.0,0.0,0.0,9.6,16.6,16.5,1.0,1,0
2016-10-19,126362.05,60.68302782,126362.045,60.68302782,0.0,0.0,0.0,7.5,16.5,22.1,2.6,1,0
2016-10-20,114867.16,27.42582623,112389.11,28.030534,2478.05,0.0,0.020833334,6.8,21.8,25.6,0.0,1,0
2016-10-21,122975.29,43.24473226,119216.825,44.86702613,3758.46,-8.213770308,0.041666668,14.8,17.6,1.9,0.0,1,0
2016-10-22,114184.2,38.71113076,114184.195,38.71113076,0.0,0.0,0.0,6.9,13.2,16.9,16.4,1,0
2016-10-23,111289.0,40.91855691,111289.0,40.91855691,0.0,0.0,0.0,7.9,14.1,18.7,8.8,1,0
2016-10-24,125270.16,66.51336615,125270.165,66.51336615,0.0,0.0,0.0,9.4,17.1,20.3,0.4,1,0
2016-10-25,117138.35,37.02214641,117138.355,37.02214641,0.0,0.0,0.0,9.6,25.7,23.1,0.2,1,0
2016-10-26,121605.4,55.41635284,121605.395,55.41635284,0.0,0.0,0.0,16.5,18.5,9.0,0.0,1,0
2016-10-27,120142.43,43.4805405,120142.43,43.4805405,0.0,0.0,0.0,10.1,15.4,25.8,0.2,1,0
2016-10-28,119820.71,54.50974512,119820.71,54.50974512,0.0,0.0,0.0,6.3,16.6,26.5,0.0,1,0
2016-10-29,104191.1,21.28564824,104191.105,21.28564824,0.0,0.0,0.0,9.3,25.6,25.8,0.0,1,0
2016-10-30,94325.72,6.869134505,65215.145,14.16792844,29110.575,-9.482033586,0.33333334,12.7,28.0,19.5,0.0,1,0
2016-10-31,110661.43,19.08090112,110661.43,19.08090112,0.0,0.0,0.0,7.9,17.5,19.0,1.8,1,0
2016-11-01,104976.21,17.41820196,104976.21,17.41820196,0.0,0.0,0.0,9.4,18.4,17.7,0.4,1,1
2016-11-02,119904.48,46.64566901,119904.48,46.64566901,0.0,0.0,0.0,9.7,18.5,13.3,0.4,1,0
2016-11-03,118677.5,60.22104759,118677.495,60.22104759,0.0,0.0,0.0,10.0,19.1,28.0,0.0,1,0
2016-11-04,113666.49,25.9523502,113666.485,25.9523502,0.0,0.0,0.0,10.2,29.2,24.9,0.0,1,0
2016-11-05,101810.75,15.26468717,98124.43,15.93683675,3686.32,-2.626948501,0.041666668,10.0,16.8,10.8,0.0,1,0
2016-11-06,96934.925,24.15876196,88023.655,28.32439606,8911.27,-16.98849754,0.104166664,11.5,21.4,25.2,0.0,1,0
2016-11-07,116230.34,30.36705791,104936.89,34.2945025,11293.45,-6.126114699,0.125,14.6,25.9,15.9,0.0,1,0
2016-11-08,117794.6,53.92200303,117794.595,53.92200303,0.0,0.0,0.0,11.0,18.2,28.9,0.2,1,0
2016-11-09,122131.11,55.66220339,122131.115,55.66220339,0.0,0.0,0.0,9.2,17.4,22.0,0.0,1,0
2016-11-10,122634.53,48.70697146,122634.53,48.70697146,0.0,0.0,0.0,11.9,17.5,20.3,0.0,1,0
2016-11-11,117953.89,26.82398291,117953.885,26.82398291,0.0,0.0,0.0,8.4,23.8,29.1,0.0,1,0
2016-11-12,99907.32,10.83211626,77434.625,20.37903693,22472.695,-22.06390365,0.22916667,13.2,25.5,17.0,2.0,1,0
2016-11-13,96805.925,10.72564183,85044.935,14.80739334,11760.99,-18.78992553,0.125,11.7,19.0,9.7,2.0,1,0
2016-11-14,116817.15,39.49973783,116817.15,39.49973783,0.0,0.0,0.0,11.5,15.9,14.8,8.6,1,0
2016-11-15,119905.59,26.90838749,117939.02,27.84579899,1966.57,-29.31,0.020833334,11.0,19.2,17.1,0.0,1,0
2016-11-16,122146.66,35.63068442,122146.66,35.63068442,0.0,0.0,0.0,11.9,21.6,25.8,0.0,1,0
2016-11-17,122464.65,28.55507656,122464.645,28.55507656,0.0,0.0,0.0,12.0,31.4,28.8,0.0,1,0
2016-11-18,121441.05,31.77579932,121441.05,31.77579932,0.0,0.0,0.0,15.3,18.9,15.6,0.0,1,0
2016-11-19,106868.5,24.65599304,106868.5,24.65599304,0.0,0.0,0.0,11.7,19.4,29.9,0.0,1,0
2016-11-20,112098.34,43.08594969,112098.335,43.08594969,0.0,0.0,0.0,11.9,33.3,22.1,0.0,1,0
2016-11-21,138681.81,51.0352654,138681.815,51.0352654,0.0,0.0,0.0,17.9,35.0,19.8,0.0,1,0
2016-11-22,126617.72,37.02129178,123785.475,44.48509398,2832.245,-289.19,0.020833334,14.5,14.9,1.5,8.6,1,0
2016-11-23,118119.01,41.91226779,118119.01,41.91226779,0.0,0.0,0.0,11.0,16.8,16.9,5.4,1,0
2016-11-24,120308.55,38.05940327,120308.545,38.05940327,0.0,0.0,0.0,10.3,17.0,21.6,2.2,1,0
2016-11-25,116011.56,27.61649096,116011.565,27.61649096,0.0,0.0,0.0,10.9,17.9,15.7,0.8,1,0
2016-11-26,104700.06,23.79058297,104700.055,23.79058297,0.0,0.0,0.0,12.2,17.4,18.8,0.0,1,0
2016-11-27,102718.9,37.00394515,102718.9,37.00394515,0.0,0.0,0.0,11.6,16.3,10.1,0.4,1,0
2016-11-28,118666.37,65.39277902,118666.37,65.39277902,0.0,0.0,0.0,12.2,19.6,24.4,0.2,1,0
2016-11-29,119169.17,63.42996415,119169.17,63.42996415,0.0,0.0,0.0,10.4,20.0,31.0,0.2,1,0
2016-11-30,121067.59,76.02598021,121067.59,76.02598021,0.0,0.0,0.0,13.3,18.9,9.6,0.0,1,0
2016-12-01,113024.02,56.01230684,113024.02,56.01230684,0.0,0.0,0.0,12.9,21.9,28.0,0.0,1,0
2016-12-02,109318.36,41.49943678,109318.355,41.49943678,0.0,0.0,0.0,13.0,21.6,29.7,0.0,1,0
2016-12-03,98899.495,29.20305213,98899.495,29.20305213,0.0,0.0,0.0,9.9,23.9,31.2,0.0,1,0
2016-12-04,97300.36,43.73274195,97300.36,43.73274195,0.0,0.0,0.0,12.7,31.7,14.1,0.0,1,0
2016-12-05,109670.0,25.29438487,101828.79,33.12470577,7841.21,-76.39299533,0.083333336,16.9,21.5,21.6,2.4,1,0
2016-12-06,111228.06,48.41248781,111228.06,48.41248781,0.0,0.0,0.0,12.8,20.8,24.2,0.0,1,0
2016-12-07,112738.08,44.72205906,112738.08,44.72205906,0.0,0.0,0.0,10.5,28.3,30.8,0.0,1,0
2016-12-08,105445.65,25.85386173,105445.65,25.85386173,0.0,0.0,0.0,15.4,23.2,11.6,2.2,1,0
2016-12-09,105664.09,25.11819531,105664.09,25.11819531,0.0,0.0,0.0,10.0,17.3,23.2,6.6,1,0
2016-12-10,98622.865,19.31166859,98622.865,19.31166859,0.0,0.0,0.0,11.2,18.8,24.2,0.2,1,0
2016-12-11,93673.19,16.39668788,93673.19,16.39668788,0.0,0.0,0.0,12.9,19.3,27.0,1.0,1,0
2016-12-12,120390.11,45.15757294,120390.11,45.15757294,0.0,0.0,0.0,10.7,32.8,30.0,0.0,1,0
2016-12-13,128831.65,44.69302354,128831.65,44.69302354,0.0,0.0,0.0,16.5,36.3,14.1,0.0,1,0
2016-12-14,111423.77,19.91910633,109320.035,20.60801623,2103.73,-15.88,0.020833334,15.7,19.3,21.3,0.0,1,0
2016-12-15,107072.36,31.14530846,107072.36,31.14530846,0.0,0.0,0.0,11.7,18.6,30.8,0.0,1,0
2016-12-16,113698.06,48.8568848,113698.06,48.8568848,0.0,0.0,0.0,9.7,25.5,20.5,0.0,1,0
2016-12-17,90227.48,23.57623123,90227.48,23.57623123,0.0,0.0,0.0,15.1,20.9,22.5,0.0,1,0
2016-12-18,90911.085,26.49359939,90911.085,26.49359939,0.0,0.0,0.0,10.0,17.5,30.3,0.0,1,0
2016-12-19,109260.31,28.68483237,109260.305,28.68483237,0.0,0.0,0.0,8.8,30.2,29.3,0.0,1,0
2016-12-20,106451.26,16.12985685,104409.275,19.38108585,2041.98,-150.11,0.020833334,14.4,21.5,26.0,3.0,0,0
2016-12-21,104389.51,21.34587505,104389.51,21.34587505,0.0,0.0,0.0,13.5,19.9,28.8,0.2,0,0
2016-12-22,105513.24,20.97623583,105513.235,20.97623583,0.0,0.0,0.0,14.6,20.0,29.6,0.0,0,0
2016-12-23,112247.95,24.32934519,112247.945,24.32934519,0.0,0.0,0.0,12.5,26.3,28.7,0.0,0,0
2016-12-24,114843.88,34.69311119,114843.875,34.69311119,0.0,0.0,0.0,16.2,34.9,26.3,0.8,0,0
2016-12-25,114468.17,28.64742992,114468.17,28.64742992,0.0,0.0,0.0,16.4,36.3,32.3,0.2,0,0
2016-12-26,106284.83,22.91035559,106284.83,22.91035559,0.0,0.0,0.0,25.4,29.3,10.2,0.0,0,1
2016-12-27,99701.43,23.8135374,99701.43,23.8135374,0.0,0.0,0.0,18.0,29.8,5.8,1.6,0,1
2016-12-28,123693.52,40.28250982,123693.52,40.28250982,0.0,0.0,0.0,20.3,38.2,15.1,1.0,0,0
2016-12-29,135571.79,47.14500558,135571.795,47.14500558,0.0,0.0,0.0,27.0,33.5,15.7,0.0,0,0
2016-12-30,112141.83,24.06507765,112141.83,24.06507765,0.0,0.0,0.0,20.1,27.8,28.8,20.4,0,0
2016-12-31,95728.15,17.59822922,95728.15,17.59822922,0.0,0.0,0.0,17.3,23.8,30.8,0.0,0,0
2017-01-01,89403.145,25.8467611,89403.145,25.8467611,0.0,0.0,0.0,16.8,21.1,8.5,0.0,0,1
2017-01-02,86507.47,30.61870288,86507.47,30.61870288,0.0,0.0,0.0,14.8,17.8,7.8,0.4,0,1
2017-01-03,97564.745,28.68695469,97564.745,28.68695469,0.0,0.0,0.0,14.6,19.5,25.9,0.4,0,0
2017-01-04,116606.79,56.97278071,116606.795,56.97278071,0.0,0.0,0.0,13.3,29.3,31.6,0.0,0,0
2017-01-05,128079.85,73.45825987,128079.845,73.45825987,0.0,0.0,0.0,18.5,31.7,29.7,0.0,0,0
2017-01-06,136308.73,97.69920084,136308.735,97.69920084,0.0,0.0,0.0,18.3,35.2,30.1,0.0,0,0
2017-01-07,134955.02,77.60299799,134955.02,77.60299799,0.0,0.0,0.0,20.9,36.7,28.5,0.0,0,0
2017-01-08,122777.03,69.22481073,122777.025,69.22481073,0.0,0.0,0.0,28.0,33.1,29.3,0.0,0,0
2017-01-09,116211.99,68.09952522,116211.99,68.09952522,0.0,0.0,0.0,18.5,24.4,14.3,0.0,0,0
2017-01-10,120366.32,72.81305685,120366.32,72.81305685,0.0,0.0,0.0,17.7,26.2,28.6,0.0,0,0
2017-01-11,111595.86,65.74451094,111595.855,65.74451094,0.0,0.0,0.0,16.6,24.3,25.9,0.0,0,0
2017-01-12,118783.95,70.49040546,118783.945,70.49040546,0.0,0.0,0.0,14.9,26.5,30.7,0.0,0,0
2017-01-13,111341.67,70.01219456,111341.675,70.01219456,0.0,0.0,0.0,17.5,28.8,1.3,1.4,0,0
2017-01-14,88996.625,42.29483485,88996.625,42.29483485,0.0,0.0,0.0,15.2,23.5,16.5,2.6,0,0
2017-01-15,90294.0,55.44429634,90294.0,55.44429634,0.0,0.0,0.0,15.2,21.5,22.7,0.0,0,0
2017-01-16,120928.71,108.1670628,120928.705,108.1670628,0.0,0.0,0.0,12.2,32.7,30.5,0.0,0,0
2017-01-17,140517.65,129.2376575,140517.65,129.2376575,0.0,0.0,0.0,16.4,37.8,25.5,0.0,0,0
2017-01-18,111211.35,75.16561944,111211.35,75.16561944,0.0,0.0,0.0,15.6,20.8,27.5,0.0,0,0
2017-01-19,112371.41,62.88513035,112371.41,62.88513035,0.0,0.0,0.0,11.0,23.4,29.7,0.0,0,0
2017-01-20,107937.68,38.99311604,107937.685,38.99311604,0.0,0.0,0.0,16.1,20.8,13.2,22.6,0,0
2017-01-21,96779.07,46.47911443,96779.07,46.47911443,0.0,0.0,0.0,15.3,22.6,25.1,0.6,0,0
